iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
94,"(21, 16)","(22, 16)",West,"[(22, 16), (20, 16)]","[(21, 16), (21, 9), (21, 2), (21, 12)]","[(21, 2), (21, 9), (21, 12), (20, 16)]",95,9.535579010844231e-07,0,9.535579010844231e-07
95,"(21, 2)","(22, 2)",West,"[(22, 2), (20, 2)]","[(21, 2), (21, 9), (21, 12), (20, 16)]","[(21, 9), (20, 16), (21, 12), (20, 2)]",96,9.74978320300579e-07,0,9.74978320300579e-07
96,"(21, 9)","(22, 9)",West,"[(22, 9), (20, 9)]","[(21, 9), (20, 16), (21, 12), (20, 2)]","[(21, 12), (20, 16), (20, 2), (20, 9)]",97,1.0271323844790459e-06,0,1.0271323844790459e-06
97,"(21, 12)","(22, 12)",West,"[(22, 12), (20, 12)]","[(21, 12), (20, 16), (20, 2), (20, 9)]","[(20, 16), (20, 9), (20, 2), (20, 12)]",98,1.1621741577982903e-06,0,1.1621741577982903e-06
98,"(20, 16)","(21, 16)",West,"[(21, 16), (19, 16)]","[(20, 16), (20, 9), (20, 2), (20, 12)]","[(20, 2), (20, 9), (20, 12), (19, 16)]",99,1.907232217490673e-06,0,1.907232217490673e-06
99,"(20, 2)","(21, 2)",West,"[(21, 2), (19, 2)]","[(20, 2), (20, 9), (20, 12), (19, 16)]","[(20, 9), (19, 16), (20, 12), (19, 2)]",100,1.928652636706829e-06,0,1.928652636706829e-06
100,"(20, 9)","(21, 9)",West,"[(20, 10), (21, 9)]","[(20, 9), (19, 16), (20, 12), (19, 2)]","[(20, 12), (20, 10), (19, 2), (19, 16)]",101,1.980806700885296e-06,0,1.980806700885296e-06
101,"(20, 12)","(21, 12)",West,"[(20, 11), (21, 12), (19, 12)]","[(20, 12), (20, 10), (19, 2), (19, 16)]","[(20, 10), (20, 11), (19, 2), (19, 16), (19, 12)]",102,2.1158484742045403e-06,0,2.1158484742045403e-06
102,"(20, 10)","(20, 9)",North,"[(20, 11), (20, 9)]","[(20, 10), (20, 11), (19, 2), (19, 16), (19, 12)]","[(20, 11), (19, 16), (19, 2), (19, 12), (20, 11)]",103,2.934481017291546e-06,0,2.934481017291546e-06
103,"(20, 11)","(20, 12)",South,"[(20, 12), (20, 10), (19, 11)]","[(20, 11), (19, 16), (19, 2), (19, 12), (20, 11)]","[(19, 16), (20, 11), (19, 2), (19, 12), (19, 11)]",104,3.0695227906107903e-06,0,3.0695227906107903e-06
104,"(19, 16)","(20, 16)",West,"[(20, 16), (18, 16)]","[(19, 16), (20, 11), (19, 2), (19, 12), (19, 11)]","[(19, 2), (20, 11), (19, 11), (19, 12), (18, 16)]",105,3.814580850303173e-06,0,3.814580850303173e-06
105,"(19, 2)","(20, 2)",West,"[(20, 2), (18, 2)]","[(19, 2), (20, 11), (19, 11), (19, 12), (18, 16)]","[(20, 11), (19, 12), (19, 11), (18, 16), (18, 2)]",106,3.836001269519329e-06,0,3.836001269519329e-06
106,"(19, 12)","(20, 12)",West,"[(19, 11), (20, 12), (18, 12)]","[(19, 12), (18, 16), (19, 11), (18, 2)]","[(19, 11), (19, 11), (18, 2), (18, 16), (18, 12)]",107,4.02319710701704e-06,0,4.02319710701704e-06
107,"(19, 11)","(20, 11)",West,"[(19, 12), (20, 11)]","[(19, 11), (19, 11), (18, 2), (18, 16), (18, 12)]","[(19, 11), (18, 16), (18, 2), (18, 12)]",108,4.97687142342329e-06,0,4.97687142342329e-06
108,"(18, 16)","(19, 16)",West,"[(19, 16), (17, 16)]","[(18, 16), (18, 12), (18, 2)]","[(18, 2), (18, 12), (17, 16)]",109,7.629278115928173e-06,0,7.629278115928173e-06
109,"(18, 2)","(19, 2)",West,"[(19, 2), (17, 2)]","[(18, 2), (18, 12), (17, 16)]","[(18, 12), (17, 16), (17, 2)]",110,7.650698535144329e-06,0,7.650698535144329e-06
110,"(18, 12)","(19, 12)",West,"[(19, 12), (17, 12)]","[(18, 12), (17, 16), (17, 2)]","[(17, 16), (17, 2), (17, 12)]",111,7.83789437264204e-06,0,7.83789437264204e-06
111,"(17, 16)","(18, 16)",West,"[(18, 16), (16, 16)]","[(17, 16), (17, 2), (17, 12)]","[(17, 2), (17, 12), (16, 16)]",112,1.5258672647178173e-05,0,1.5258672647178173e-05
112,"(17, 2)","(18, 2)",West,"[(18, 2), (16, 2)]","[(17, 2), (17, 12), (16, 16)]","[(17, 12), (16, 16), (16, 2)]",113,1.528009306639433e-05,0,1.528009306639433e-05
113,"(17, 12)","(18, 12)",West,"[(17, 13), (18, 12), (16, 12)]","[(17, 12), (16, 16), (16, 2)]","[(17, 13), (16, 2), (16, 16), (16, 12)]",114,1.546728890389204e-05,0,1.546728890389204e-05
114,"(17, 13)","(17, 12)",North,"[(17, 14), (17, 12)]","[(17, 13), (16, 2), (16, 16), (16, 12)]","[(16, 16), (16, 2), (16, 12), (17, 14)]",115,2.309668343514204e-05,0,2.309668343514204e-05
115,"(16, 16)","(17, 16)",West,"[(17, 16), (15, 16)]","[(16, 16), (16, 2), (16, 12), (17, 14)]","[(16, 2), (17, 14), (16, 12), (15, 16)]",116,3.0517461709678173e-05,0,3.0517461709678173e-05
116,"(16, 2)","(17, 2)",West,"[(17, 2), (15, 2)]","[(16, 2), (17, 14), (16, 12), (15, 16)]","[(16, 12), (17, 14), (15, 16), (15, 2)]",117,3.053888212889433e-05,0,3.053888212889433e-05
